geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1135,-23.52553112615323,-46.65167891122211,sao paulo,SP
1136,-23.52432454611428,-46.66049298346615,sao paulo,SP
1137,-23.522931433793335,-46.65355529331532,sao paulo,SP
1138,-23.522270681553255,-46.65490549847339,sao paulo,SP
1139,-23.52047138737019,-46.66629968880812,sao paulo,SP
1140,-23.52001493965306,-46.669527160383666,sao paulo,SP
1141,-23.52102562690111,-46.66776269199859,sao paulo,SP
1142,-23.51993430515264,-46.6251300217966,sao paulo,SP
1144,-23.523615960248648,-46.67229793593617,sao paulo,SP
1150,-23.532682921368107,-46.65874805994824,sao paulo,SP
1151,-23.5311425595146,-46.65681556586264,sao paulo,SP
1152,-23.530101947182605,-46.655964831308104,sao paulo,SP
1153,-23.531555695132827,-46.652390860397084,sao paulo,SP
1154,-23.530168255102904,-46.65940521405175,sao paulo,SP
1155,-23.529435956644615,-46.66258230222831,sao paulo,SP
1156,-23.529831613421983,-46.66480216284539,sao paulo,SP
1189,-23.53210825506378,-46.63839470107914,sao paulo,SP
1200,-23.531567773241413,-46.64986907784642,sao paulo,SP
1201,-23.53610422438886,-46.64967592234284,sao paulo,SP
1202,-23.534110722426565,-46.647941286364585,sao paulo,SP
1203,-23.535596152013277,-46.6455837417538,sao paulo,SP
1204,-23.536115643341596,-46.64401444349138,sao paulo,SP
1205,-23.53525792856986,-46.643651102488924,sao paulo,SP
1206,-23.53560919837815,-46.64303052601136,sao paulo,SP
1207,-23.53918927899999,-46.63864179303099,sao paulo,SP
1208,-23.53813295562946,-46.638809997297585,sao paulo,SP
1209,-23.5407217737808,-46.641502856685065,sao paulo,SP
1210,-23.53980597512167,-46.641798628793815,sao paulo,SP
1211,-23.537308487522797,-46.64934768623507,sao paulo,SP
1212,-23.538948663886455,-46.6394907502013,sao paulo,SP
1213,-23.536758588421268,-46.64064130343515,sao paulo,SP
1214,-23.538411042447198,-46.64462423537073,sao paulo,SP
1215,-23.536235567173204,-46.64762953648119,sao paulo,SP
1216,-23.5327267757385,-46.64703025505133,sao paulo,SP
1217,-23.53218127944088,-46.64840522297426,sao paulo,SP
1218,-23.5307799412937,-46.64752358517307,sao paulo,SP
1219,-23.54147475871608,-46.6454333931964,sao paulo,SP
1220,-23.544569550467557,-46.64614815434244,sao paulo,SP
1221,-23.544511550646625,-46.648171366857795,sao paulo,SP
1222,-23.54595306082289,-46.64948422644433,sao paulo,SP
1223,-23.544162932258487,-46.64913067770511,sao paulo,SP
1224,-23.54158572632947,-46.65225744475816,sao paulo,SP
1225,-23.539905018109025,-46.64915979883602,sao paulo,SP
1226,-23.538676755471805,-46.65296272615542,sao paulo,SP
1227,-23.549104382345654,-46.65960539111818,sao paulo,SP
1228,-23.54695188569534,-46.65738387484484,sao paulo,SP
1229,-23.53874004766933,-46.65739630767724,sao paulo,SP
1230,-23.536656999747624,-46.657660010193744,sao paulo,SP
1231,-23.53718384723794,-46.65922875975411,sao paulo,SP
1232,-23.536307598376276,-46.6581552920985,sao paulo,SP
1233,-23.536862800004325,-46.661881452582534,sao paulo,SP
1234,-23.538981991503295,-46.66405733603434,sao paulo,SP
1235,-23.537266568200575,-46.6650642595746,sao paulo,SP
1236,-23.54386498192979,-46.66750719706018,sao paulo,SP
1237,-23.543300511167462,-46.6687558682218,sao paulo,SP
1238,-23.542646948495662,-46.65447095013924,sao paulo,SP
1239,-23.546017285295996,-46.64780913183334,sao paulo,SP
1240,-23.543622305586943,-46.65898101666968,sao paulo,SP
1241,-23.54543841163977,-46.65798675014666,sao paulo,SP
1242,-23.546330752349018,-46.6590146628787,sao paulo,SP
1243,-23.548189790553735,-46.65927138257235,sao paulo,SP
1244,-23.56580317220031,-46.65895824874389,sao paulo,SP
1245,-23.54977724718432,-46.66364066411289,sao paulo,SP
1246,-23.552902686423973,-46.66578836646661,sao paulo,SP
1247,-23.55063807285042,-46.66865580450115,sao paulo,SP
1248,-23.54777737656751,-46.668125620145425,sao paulo,SP
1249,-23.548828230361686,-46.67159962177562,sao paulo,SP
1250,-23.547629618153085,-46.67205128803162,sao paulo,SP
1251,-23.54849183191139,-46.675011982652464,sao paulo,SP
1252,-23.541762241727945,-46.67983781194653,sao paulo,SP
1253,-23.54492912635292,-46.679164692087,sao paulo,SP
1254,-23.54410454899899,-46.68008272173887,sao paulo,SP
1255,-23.546606527668732,-46.681476271485536,sao paulo,SP
1256,-23.54769704274337,-46.68297314757341,sao paulo,SP
1257,-23.543689902843013,-46.687628677117,sao paulo,SP
1258,-23.5439220737589,-46.68640619940932,sao paulo,SP
1259,-23.54116453128879,-46.68575563708778,sao paulo,SP
1262,-23.550856391462712,-46.67735184892536,sao paulo,SP
1290,-23.54096134139296,-46.657748702752585,sao paulo,SP
1301,-23.549403813744497,-46.650828162960416,sao paulo,SP
1302,-23.550483823683425,-46.65340663505252,sao paulo,SP
1303,-23.54933502451795,-46.648887388893804,sao paulo,SP
1304,-23.554147503027984,-46.65523616010286,sao paulo,SP
1305,-23.55337036435308,-46.653879939402174,sao paulo,SP
1306,-23.55507338888326,-46.65069266804042,sao paulo,SP
1307,-23.5520815560831,-46.653522664269985,sao paulo,SP
1308,-23.556023282823983,-46.65324617182893,sao paulo,SP
1309,-23.555328566384976,-46.658529164215,sao paulo,SP
1310,-23.561105936599553,-46.65664324344697,sao paulo,SP
1311,-23.56415696686186,-46.65278496802591,sao paulo,SP
1312,-23.5546249190881,-46.64959300243556,sao paulo,SP
1313,-23.555887173885306,-46.65028909100723,sao paulo,SP
1314,-23.55330689169161,-46.645917718422496,sao paulo,SP
1315,-23.55365141770898,-46.64054092646048,sao paulo,SP
1316,-23.553030021611942,-46.639251954340715,sao paulo,SP
1317,-23.55857234475333,-46.641610661080314,sao paulo,SP
1318,-23.562510776719666,-46.64322902422031,sao paulo,SP
1319,-23.5522505497666,-46.64103143237238,sao paulo,SP
1320,-23.557871104812612,-46.639314823606334,sao paulo,SP
1321,-23.56149424176276,-46.641759069383696,sao paulo,SP
1322,-23.563256383654284,-46.643568502280374,sao paulo,SP
1323,-23.565851690336824,-46.64143617338013,sao paulo,SP
1324,-23.556493101789023,-46.643129957399495,sao paulo,SP
1325,-23.557279391968034,-46.64445700069747,sao paulo,SP
1326,-23.556642892584797,-46.64527068216382,sao paulo,SP
1327,-23.56394087731805,-46.64520249388566,sao paulo,SP
1328,-23.556521507369716,-46.646950035467526,sao paulo,SP
1329,-23.56138657330967,-46.64723821448342,sao paulo,SP
1330,-23.559001893446474,-46.649412956054945,sao paulo,SP
1331,-23.56230254246311,-46.650073023164005,sao paulo,SP
1332,-23.55976888362499,-46.65256183025303,sao paulo,SP
1333,-23.566244633372765,-46.64769498883553,sao paulo,SP
1401,-23.576949224970637,-46.660065330864214,sao paulo,SP
1402,-23.578211167638862,-46.661431325997654,sao paulo,SP
1403,-23.569024604820523,-46.65362557392279,sao paulo,SP
1404,-23.569073016826458,-46.65629899818542,sao paulo,SP
1405,-23.564946254958972,-46.6552855322693,sao paulo,SP
1406,-23.574437007517226,-46.66958930759094,sao paulo,SP
1407,-23.575858031847446,-46.67104994538771,sao paulo,SP
1408,-23.56745318653212,-46.661165221660816,sao paulo,SP
1409,-23.562816416670174,-46.65966607724275,sao paulo,SP
1410,-23.56407676690007,-46.662225399695366,sao paulo,SP
1411,-23.56482589342703,-46.664446946937,sao paulo,SP
1412,-23.563432785057458,-46.66579860353516,sao paulo,SP
1413,-23.56259136518938,-46.6648415451506,sao paulo,SP
1414,-23.560364961404993,-46.66429679107603,sao paulo,SP
1415,-23.557146756541673,-46.661308887622184,sao paulo,SP
1416,-23.561488443541396,-46.667674153793776,sao paulo,SP
1417,-23.551272238287172,-46.621013756449194,sao paulo,SP
1418,-23.56642018738509,-46.65236226757394,sao paulo,SP
1419,-23.563445268864825,-46.656055625484726,sao paulo,SP
1420,-23.563636859848774,-46.657618255341426,sao paulo,SP
1421,-23.562967713039242,-46.66060772462947,sao paulo,SP
1422,-23.563787174366677,-46.66133579290449,sao paulo,SP
1423,-23.56908621162518,-46.657492718323994,sao paulo,SP
1424,-23.567604696444477,-46.66183521026972,sao paulo,SP
1425,-23.5728121300093,-46.65918815731904,sao paulo,SP
1426,-23.565447162835685,-46.66653675243439,sao paulo,SP
1427,-23.570887292890138,-46.66424298403767,sao paulo,SP
1428,-23.57388645298505,-46.66249529865479,sao paulo,SP
1429,-23.57673120128429,-46.6627640088644,sao paulo,SP
1430,-23.660557407778327,-46.661754492940204,sao paulo,SP
1431,-23.634544623098908,-46.66369560512664,sao paulo,SP
1432,-23.576546426787797,-46.6657178615343,sao paulo,SP
1433,-23.578425238671983,-46.66820589972184,sao paulo,SP
1434,-23.575584236385183,-46.671512668029955,sao paulo,SP
1435,-23.579425608336457,-46.67005715050493,sao paulo,SP
1436,-23.57245538592821,-46.66798871616942,sao paulo,SP
1437,-23.5721412540443,-46.67150329618942,sao paulo,SP
1438,-23.569713527958854,-46.672178342215375,sao paulo,SP
1439,-23.566289488092035,-46.673571417782284,sao paulo,SP
1440,-23.568117450490668,-46.67811068937205,sao paulo,SP
1441,-23.572458830943827,-46.68608182274089,sao paulo,SP
1442,-23.56868596712946,-46.68123090484199,sao paulo,SP
1443,-23.568768648950357,-46.68481283234182,sao paulo,SP
1444,-23.573235541829785,-46.68752695447545,sao paulo,SP
1445,-23.571655927466296,-46.68791479123765,sao paulo,SP
1446,-23.57555631780954,-46.67578238597563,sao paulo,SP
1447,-23.57275772564232,-46.6788818281236,sao paulo,SP
1448,-23.57812823581146,-46.67963472470194,sao paulo,SP
1449,-23.57614288170371,-46.68002154630337,sao paulo,SP
1450,-23.576215482780096,-46.68528386733442,sao paulo,SP
1451,-23.57812552537493,-46.68652271094159,sao paulo,SP
1452,-23.57909616517779,-46.68910533032622,sao paulo,SP
1453,-23.5837264470317,-46.68612353030405,sao paulo,SP
1454,-23.582897586945453,-46.687393595767254,sao paulo,SP
1455,-23.580670917090277,-46.69106491544334,sao paulo,SP
1456,-23.576545388959108,-46.691165462965394,sao paulo,SP
1457,-23.57482962227416,-46.692950756714815,sao paulo,SP
1472,-23.57054369248079,-46.69129667943905,sao paulo,SP
1489,-23.57664998889148,-46.68740004775216,sao paulo,SP
1501,-23.55247546175458,-46.63553624295106,sao paulo,SP
1502,-23.55431316834063,-46.635372564569174,sao paulo,SP
1503,-23.55821127539473,-46.6370099216147,sao paulo,SP
1504,-23.56690948159975,-46.63948629698139,sao paulo,SP
1505,-23.555259945140122,-46.63187049993908,sao paulo,SP
1506,-23.55903891558514,-46.63507827091435,sao paulo,SP
1507,-23.558172259629455,-46.63188415944679,sao paulo,SP
1508,-23.561443171124377,-46.63620404170002,sao paulo,SP
1509,-23.566942181784697,-46.63569493393173,sao paulo,SP
1510,-23.557368063594748,-46.63355151014098,sao paulo,SP
1511,-23.561122321260598,-46.63311705491117,sao paulo,SP
1512,-23.55363924457354,-46.629684852181626,sao paulo,SP
1513,-23.548522160769153,-46.60450558904148,sao paulo,SP
1514,-23.555811453529813,-46.62904996806927,sao paulo,SP
1516,-23.55869058882502,-46.61654620830683,sao paulo,SP
1517,-23.559987904798337,-46.62439051996171,sao paulo,SP
1518,-23.55951703556794,-46.62366629632406,sao paulo,SP
1519,-23.56076878178993,-46.625589522767314,sao paulo,SP
1520,-23.560102558571653,-46.619680489866504,sao paulo,SP
1521,-23.56133992704631,-46.620151293972526,sao paulo,SP
1522,-23.56101161398575,-46.616649805947674,sao paulo,SP
1523,-23.564404345507793,-46.61698473276191,sao paulo,SP
1524,-23.569018536286514,-46.60908597280141,sao paulo,SP
1525,-23.56397525372097,-46.634767970158954,sao paulo,SP
1526,-23.565287951037202,-46.63114226419006,sao paulo,SP
1527,-23.56274336865101,-46.62842497752769,sao paulo,SP
1528,-23.56454188803043,-46.62682228617731,sao paulo,SP
1529,-23.5684249277149,-46.63454630384515,sao paulo,SP
1530,-23.569687718347403,-46.632093751374555,sao paulo,SP
1531,-23.57079819302374,-46.63241155311919,sao paulo,SP
1532,-23.571144266652006,-46.635802411697476,sao paulo,SP
1533,-23.57113733551163,-46.63818873492963,sao paulo,SP
1534,-23.568549366084177,-46.62647337656684,sao paulo,SP
1535,-23.572233825887963,-46.624965036447556,sao paulo,SP
1536,-23.570104003454237,-46.62355626084614,sao paulo,SP
1537,-23.57008323110438,-46.62223779095513,sao paulo,SP
1538,-23.579366303789612,-46.62433777489539,sao paulo,SP
1539,-23.570752756175924,-46.6205355723144,sao paulo,SP
1540,-23.565711304786355,-46.622904617040234,sao paulo,SP
1541,-23.569470408027517,-46.61850679769555,sao paulo,SP
1542,-23.570931505390554,-46.62459504585973,sao paulo,SP
1543,-23.571686763396478,-46.626309957901086,sao paulo,SP
1544,-23.577087821447005,-46.62190801622443,sao paulo,SP
1545,-23.58068192542041,-46.618468765135276,sao paulo,SP
1546,-23.579591640965926,-46.62196977541327,sao paulo,SP
1547,-23.582894774992642,-46.62118115690777,sao paulo,SP
1548,-23.577211914442056,-46.61343166861262,sao paulo,SP
1549,-23.57675955018583,-46.61594126544545,sao paulo,SP
1550,-23.57349710107979,-46.61629624436529,sao paulo,SP
1551,-23.572579199505903,-46.612491760515724,sao paulo,SP
1552,-23.570032553826202,-46.611636384308696,sao paulo,SP
1553,-23.574567143515043,-46.6089904532793,sao paulo,SP
2009,-23.515799103830265,-46.64113909097136,sao paulo,SP
2010,-23.508215428707754,-46.62632132467239,sao paulo,SP
2011,-23.505066983373275,-46.62688470622487,sao paulo,SP
2012,-23.511724294158434,-46.63116776409205,sao paulo,SP
2013,-23.50226202537397,-46.63295644462238,sao paulo,SP
2016,-23.506837705741205,-46.623259184259254,sao paulo,SP
2017,-23.500901123528585,-46.634956678270285,sao paulo,SP
2018,-23.49548628154953,-46.62979239496982,sao paulo,SP
2019,-23.498372362827343,-46.62979292973713,sao paulo,SP
2020,-23.496510316915717,-46.6329881652975,sao paulo,SP
2021,-23.498254675808017,-46.63531250998096,sao paulo,SP
2022,-23.50417688479073,-46.63860069641886,sao paulo,SP
2028,-23.508231522267653,-46.6178196596581,sao paulo,SP
2029,-23.50812876222054,-46.617990808773285,sao paulo,SP
2030,-23.505871338521406,-46.62468256911272,sao paulo,SP
2031,-23.51070749353329,-46.62592816602212,sao paulo,SP
2032,-23.51102345116144,-46.623839289370544,sao paulo,SP
2033,-23.499793019613193,-46.61471799820756,sao paulo,SP
2034,-23.503770572695476,-46.624063960907684,sao paulo,SP
2035,-23.496589946807156,-46.6229360117536,sao paulo,SP
2036,-23.501596334381915,-46.620804960582674,sao paulo,SP
2037,-23.499795775189384,-46.62044485593355,sao paulo,SP
2038,-23.495290408593,-46.623951112297505,sao paulo,SP
2039,-23.49294409664835,-46.62161697507858,sao paulo,SP
2040,-23.49004549484089,-46.6220240985973,sao paulo,SP
2041,-23.492053722270093,-46.624691933838925,sao paulo,SP
2042,-23.49436867952203,-46.61622927697678,sao paulo,SP
2043,-23.489981273374507,-46.6161391395808,sao paulo,SP
2044,-23.495934060581195,-46.61886540645183,sao paulo,SP
2045,-23.496060615084023,-46.61639620812608,sao paulo,SP
2046,-23.492800823446363,-46.61196703776643,sao paulo,SP
2047,-23.517709186245636,-46.61709040463799,sao paulo,SP
2049,-23.514166590335094,-46.61736559414439,sao paulo,SP
2050,-23.517044539494055,-46.612270096524824,sao paulo,SP
2051,-23.511241751000586,-46.608379345470865,sao paulo,SP
2052,-23.512974466155033,-46.607783784796915,sao paulo,SP
2053,-23.515518634357388,-46.604112574841835,sao paulo,SP
2054,-23.517369846463286,-46.607034772816725,sao paulo,SP
2055,-23.51445475954429,-46.60595737126863,sao paulo,SP
2056,-23.51255224686218,-46.602539457675704,sao paulo,SP
2060,-23.51877874145602,-46.60338678175761,sao paulo,SP
2064,-23.517708537829648,-46.59864900498296,sao paulo,SP
2065,-23.50817938198036,-46.60556661879995,sao paulo,SP
2066,-23.507801952422348,-46.60645902760689,sao paulo,SP
2067,-23.506943244164457,-46.60298261429731,sao paulo,SP
2068,-23.505725213508256,-46.61216521959188,sao paulo,SP
2069,-23.505810298548187,-46.61393750985342,sao paulo,SP
2071,-23.504667311613776,-46.60546916827984,sao paulo,SP
2072,-23.49997515679298,-46.60300016760347,sao paulo,SP
2073,-23.501799517463255,-46.60723347018064,sao paulo,SP
2074,-23.504964024565304,-46.600995494947085,sao paulo,SP
2075,-23.505409921319206,-46.60199466256844,sao paulo,SP
2076,-23.504383139161035,-46.599128767880934,sao paulo,SP
2077,-23.50253362839637,-46.5972196806123,sao paulo,SP
2078,-23.501978075266837,-46.59710488720885,sao paulo,SP
2079,-23.49912980609619,-46.60619115482191,sao paulo,SP
2080,-23.497670419903162,-46.605361571706716,sao paulo,SP
2081,-23.495841332603625,-46.60469932466566,sao paulo,SP
2082,-23.494533244311803,-46.60658139079434,sao paulo,SP
2083,-23.4949246377417,-46.598024993665405,sao paulo,SP
2084,-23.49730989439956,-46.59970886476793,sao paulo,SP
2085,-23.49766044813664,-46.6128047353366,sao paulo,SP
2088,-23.50424025971884,-46.620742066583865,sao paulo,SP
2089,-23.51709448459233,-46.616673100755904,sao paulo,SP
2110,-23.51825686943653,-46.59587170411424,sao paulo,SP
2111,-23.517600329739818,-46.5930111675956,sao paulo,SP
2112,-23.51834146276698,-46.59178154246265,sao paulo,SP
2113,-23.520194225466945,-46.591145389129835,sao paulo,SP
2114,-23.522463033153954,-46.590786534246845,sao paulo,SP
2115,-23.526692354675607,-46.59125623340243,sao paulo,SP
2116,-23.520516866355198,-46.585632494383184,sao paulo,SP
2117,-23.519378826555606,-46.5931884521926,sao paulo,SP
2118,-23.515231425815777,-46.59289098134813,sao paulo,SP
2119,-23.513258586093826,-46.59221592552742,sao paulo,SP
2120,-23.511168645720716,-46.59370336925803,sao paulo,SP
2121,-23.512449784468547,-46.58962767446314,sao paulo,SP
2122,-23.512044927816373,-46.58455529583313,sao paulo,SP
2123,-23.51187167314749,-46.579409310692114,sao paulo,SP
2124,-23.50700606444596,-46.576581843137284,sao paulo,SP
2125,-23.50983639872467,-46.58690112031853,sao paulo,SP
2126,-23.5070642369166,-46.591601192408675,sao paulo,SP
2127,-23.504177636893385,-46.58765228084025,sao paulo,SP
2128,-23.50502510152527,-46.59391286200018,sao paulo,SP
2129,-23.50374245468447,-46.58846429209968,sao paulo,SP
2130,-23.508270820505675,-46.5837756139323,sao paulo,SP
2131,-23.504117033676298,-46.58240724657103,sao paulo,SP
2132,-23.501219434010277,-46.57767414686465,sao paulo,SP
2133,-23.499359488595793,-46.58490425284727,sao paulo,SP
2134,-23.49861296409909,-46.579954919145344,sao paulo,SP
2135,-23.498029299353107,-46.58468649237066,sao paulo,SP
2136,-23.498404084815864,-46.581756065145605,sao paulo,SP
2137,-23.49795326926181,-46.57611869717361,sao paulo,SP
2138,-23.493507362221692,-46.57454591156251,sao paulo,SP
2139,-23.49046826593474,-46.57353020032567,sao paulo,SP
2141,-23.48892739133037,-46.570788948055736,sao paulo,SP
2142,-23.510198710701715,-46.576717815473344,sao paulo,SP
2143,-23.506776533629555,-46.57480504459384,sao paulo,SP
2144,-23.503483413343588,-46.57074387952696,sao paulo,SP
2145,-23.502141881153726,-46.56601770663338,sao paulo,SP
2146,-23.50095702331352,-46.57088226395057,sao paulo,SP
2147,-23.498361926574916,-46.565166700263546,sao paulo,SP
2150,-23.493812102797325,-46.56851470466655,sao paulo,SP
2151,-23.4970107543763,-46.569499892339785,sao paulo,SP
2152,-23.497220155451444,-46.57222725583233,sao paulo,SP
2161,-23.48975026663489,-46.569146076182456,sao paulo,SP
2162,-23.490739904686578,-46.56306087389807,sao paulo,SP
2166,-23.525214515169505,-46.58404671758702,sao paulo,SP
2167,-23.52121945155286,-46.58119081011805,sao paulo,SP
2168,-23.52042989230365,-46.57948109243975,sao paulo,SP
2169,-23.558296251433724,-46.634311200043456,sao paulo,SP
2170,-23.525745717863696,-46.57736660999708,sao paulo,SP
2174,-23.522888550065492,-46.57256074347353,sao paulo,SP
2175,-23.51560934543887,-46.57503636242286,sao paulo,SP
2176,-23.513621844513686,-46.573047612227846,sao paulo,SP
2177,-23.508426274843746,-46.557346650615955,sao paulo,SP
2178,-23.521473212962196,-46.570454874997075,sao paulo,SP
2179,-23.521951007334938,-46.56807648664708,sao paulo,SP
2180,-23.519022021064664,-46.56580697283551,sao paulo,SP
2181,-23.51937813474381,-46.56288441111537,sao paulo,SP
2185,-23.51492489198073,-46.56783520931117,sao paulo,SP
2186,-23.515069637575472,-46.56955853600637,sao paulo,SP
2187,-23.516118694979756,-46.56487718583202,sao paulo,SP
2188,-23.509310995361286,-46.56681953429596,sao paulo,SP
2189,-23.50781021417373,-46.567483539723874,sao paulo,SP
2190,-23.507141495348762,-46.5641381960874,sao paulo,SP
2201,-23.48615362068398,-46.5915966821028,sao paulo,SP
2202,-23.492969000837952,-46.594981119764334,sao paulo,SP
2203,-23.49185427102719,-46.59160890879165,sao paulo,SP
2204,-23.487393114202472,-46.59218106943223,sao paulo,SP
2205,-23.48754471538907,-46.590723731720075,sao paulo,SP
2206,-23.484477286466714,-46.59427917981942,sao paulo,SP
2207,-23.485995992524693,-46.58796395863663,sao paulo,SP
2208,-23.48312885876931,-46.58913928126476,sao paulo,SP
2209,-23.485335591675494,-46.58478833062843,sao paulo,SP
2210,-23.48317059516463,-46.58185782376172,sao paulo,SP
2211,-23.497420334842065,-46.59373846785861,sao paulo,SP
2212,-23.49545409807267,-46.589194330397135,sao paulo,SP
2213,-23.496549387752914,-46.588468666300734,sao paulo,SP
2214,-23.49273234597807,-46.586953640063854,sao paulo,SP
2215,-23.491053631248878,-46.58353920729148,sao paulo,SP
2216,-23.493017151771358,-46.57980265322542,sao paulo,SP
2217,-23.49042865178149,-46.58016391923537,sao paulo,SP
2218,-23.48675741517695,-46.5847746963798,sao paulo,SP
2219,-23.49137450663873,-46.58651791493432,sao paulo,SP
2220,-23.48998586636295,-46.57822899369592,sao paulo,SP
2221,-23.48277809587417,-46.58045961585072,sao paulo,SP
2222,-23.48236432466619,-46.575488395803276,sao paulo,SP
2223,-23.481810308948447,-46.58054823212915,sao paulo,SP
2224,-23.484332965162462,-46.57374570840187,sao paulo,SP
2225,-23.482736577265378,-46.575086503971164,sao paulo,SP
2226,-23.480555618991385,-46.57335799600646,sao paulo,SP
2227,-23.478762891309497,-46.57237250053729,sao paulo,SP
2228,-23.475079529795767,-46.57164634689812,sao paulo,SP
2229,-23.477035722751523,-46.56835472760497,sao paulo,SP
2230,-23.48376194941356,-46.56347187900093,sao paulo,SP
2231,-23.47564614294332,-46.56558172594988,sao paulo,SP
2232,-23.475479122709785,-46.56402170719008,sao paulo,SP
2233,-23.477622097936568,-46.56445962924338,sao paulo,SP
2234,-23.478893605476856,-46.56999236511598,sao paulo,SP
2235,-23.479703194605978,-46.577095510569144,sao paulo,SP
2236,-23.472535267561984,-46.568346423043174,sao paulo,SP
2237,-23.513120629647762,-46.58647209667304,sao paulo,SP
2238,-23.47094051651961,-46.5713951688741,sao paulo,SP
2239,-23.485651811479165,-46.609504004795504,sao paulo,SP
2240,-23.477885628196898,-46.602211847348045,sao paulo,SP
2241,-23.49055187372796,-46.60730651405304,sao paulo,SP
